epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/not_occluded,val/AP/occluded,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
25,1499,,,,,,,,,,,,,,,,,,,,,,,1.9999999494757503e-05,7.349999941652641e-05,3.232564267818816e-06,,,,,,,,,,,,,
25,1507,,,,,,,,,,,,,,,,,,,,,,,,,,0.8208945989608765,0.5361958146095276,0.8436213731765747,0.887795090675354,0.6961909532546997,0.8370689749717712,5.229872703552246,0.8708745837211609,0.6785451769828796,0.7906686663627625,0.8331896662712097,0.8070865869522095,0.8836206793785095
25,1507,3801.377197265625,3814.384765625,3859.22412109375,3883.2197265625,3882.94384765625,0.5387930274009705,2.660719156265259,0.00905292946845293,0.009100216440856457,0.009012850932776928,0.009020281955599785,0.010871456004679203,0.2950093448162079,0.2981506586074829,0.2961934208869934,0.29444044828414917,0.3470647633075714,0.08701089024543762,0.08665020018815994,0.0862816795706749,0.08652083575725555,0.10082236677408218,,,,,,,,,,,,,,,,
26,1549,,,,,,,,,,,,,,,,,,,,,,,1.9999999494757503e-05,7.349999941652641e-05,3.232564267818816e-06,,,,,,,,,,,,,
26,1565,,,,,,,,,,,,,,,,,,,,,,,,,,0.8354445099830627,0.5421834588050842,0.8574959635734558,0.8835147619247437,0.6946800947189331,0.8366379141807556,4.9976487159729,0.8869233131408691,0.6888139843940735,0.7774825096130371,0.8314655423164368,0.8775510191917419,0.8448275923728943
26,1565,3802.06689453125,3824.079833984375,3866.086181640625,3885.644287109375,3884.356689453125,1.5196727514266968,2.831252098083496,0.009287967346608639,0.009887301363050938,0.009370433166623116,0.009344645775854588,0.01135812047868967,0.31501293182373047,0.31799596548080444,0.31514063477516174,0.3134622871875763,0.3680908977985382,0.09191308170557022,0.09354601800441742,0.09248429536819458,0.092324398458004,0.10738596320152283,,,,,,,,,,,,,,,,
27,1599,,,,,,,,,,,,,,,,,,,,,,,1.9999999494757503e-05,7.349999941652641e-05,3.232564267818816e-06,,,,,,,,,,,,,
27,1623,,,,,,,,,,,,,,,,,,,,,,,,,,0.8312348127365112,0.5471482276916504,0.8536965250968933,0.8864240050315857,0.6947004795074463,0.8396551609039307,5.097268104553223,0.8880534172058105,0.6891915202140808,0.7994259595870972,0.8293103575706482,0.8669544458389282,0.8491379022598267
27,1623,3792.45263671875,3806.637939453125,3863.638916015625,3887.740234375,3885.803955078125,0.8261494040489197,2.6965532302856445,0.009000205434858799,0.008884456939995289,0.008869627490639687,0.008960028178989887,0.010697116144001484,0.3025975525379181,0.3055649697780609,0.3010539412498474,0.30292731523513794,0.35458478331565857,0.08708338439464569,0.08661068975925446,0.08622317761182785,0.08691199123859406,0.10205436497926712,,,,,,,,,,,,,,,,
28,1649,,,,,,,,,,,,,,,,,,,,,,,1.9999999494757503e-05,7.349999941652641e-05,3.232564267818816e-06,,,,,,,,,,,,,
28,1681,,,,,,,,,,,,,,,,,,,,,,,,,,0.8283658027648926,0.5185344815254211,0.8413788080215454,0.8886200785636902,0.6984440088272095,0.8383620977401733,5.218924522399902,0.862060010433197,0.6734501719474792,0.7748267650604248,0.829741358757019,0.8256198167800903,0.857758641242981
28,1681,3760.269287109375,3800.143310546875,3857.0302734375,3884.418212890625,3882.32763671875,0.43932366371154785,2.6793315410614014,0.009073222056031227,0.009124417789280415,0.009137898683547974,0.009133062325417995,0.010697944089770317,0.2955653667449951,0.2962079644203186,0.2958183288574219,0.29566890001296997,0.34722647070884705,0.08847739547491074,0.08888877183198929,0.08887355774641037,0.08848612010478973,0.101780466735363,,,,,,,,,,,,,,,,
29,1699,,,,,,,,,,,,,,,,,,,,,,,1.9999999494757503e-05,7.349999941652641e-05,3.232564267818816e-06,,,,,,,,,,,,,
29,1739,,,,,,,,,,,,,,,,,,,,,,,,,,0.8258775472640991,0.5572412610054016,0.8674863576889038,0.8834260702133179,0.6907206773757935,0.8353448510169983,4.926319122314453,0.8907131552696228,0.691559374332428,0.7963036298751831,0.8314655423164368,0.879687488079071,0.8620689511299133
29,1739,3773.208984375,3809.39990234375,3853.242431640625,3882.908447265625,3882.27587890625,0.6907603740692139,2.644387722015381,0.008764659985899925,0.008852709084749222,0.008764426223933697,0.008753081783652306,0.010466134175658226,0.29387179017066956,0.2957175672054291,0.29293176531791687,0.29299724102020264,0.33788734674453735,0.08722259104251862,0.08775801956653595,0.08719221502542496,0.08740021288394928,0.1019153818488121,,,,,,,,,,,,,,,,
30,1749,,,,,,,,,,,,,,,,,,,,,,,1.9999999494757503e-05,7.349999941652641e-05,3.232564267818816e-06,,,,,,,,,,,,,
30,1797,,,,,,,,,,,,,,,,,,,,,,,,,,0.8281517028808594,0.5232206583023071,0.8547101616859436,0.8837575316429138,0.6919254660606384,0.8387930989265442,5.124285697937012,0.8649437427520752,0.6756861805915833,0.7779107689857483,0.8275862336158752,0.8440860509872437,0.8663793206214905
30,1797,3764.7607421875,3798.74365234375,3846.659423828125,3884.996826171875,3881.85009765625,0.2597258985042572,2.611752510070801,0.008952997624874115,0.009178428910672665,0.009153952822089195,0.009146413765847683,0.01082155853509903,0.28786221146583557,0.29011017084121704,0.28659796714782715,0.2870202362537384,0.33801132440567017,0.08492729067802429,0.08697299659252167,0.08636581152677536,0.0863252580165863,0.09835042804479599,,,,,,,,,,,,,,,,
31,1799,,,,,,,,,,,,,,,,,,,,,,,1.9999999494757503e-05,7.349999941652641e-05,3.232564267818816e-06,,,,,,,,,,,,,
31,1849,,,,,,,,,,,,,,,,,,,,,,,1.9999999494757503e-05,7.349999941652641e-05,3.232564267818816e-06,,,,,,,,,,,,,
31,1855,,,,,,,,,,,,,,,,,,,,,,,,,,0.8441848158836365,0.5087985992431641,0.8398505449295044,0.8792139887809753,0.6907703876495361,0.8374999761581421,5.344205856323242,0.8779710531234741,0.6764917373657227,0.7631270289421082,0.8211206793785095,0.7985507249832153,0.8879310488700867
31,1855,3784.449462890625,3800.283447265625,3848.4892578125,3885.195068359375,3885.5517578125,0.1298629492521286,2.4432952404022217,0.007857232354581356,0.007917627692222595,0.00788141693919897,0.00785690825432539,0.009476679377257824,0.2750937342643738,0.2799255847930908,0.2768250107765198,0.27493324875831604,0.31868430972099304,0.07883437722921371,0.07930320501327515,0.07909777760505676,0.07884184271097183,0.090364471077919,,,,,,,,,,,,,,,,
