epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,1163.26,0.83614,0.39808,0.00259,0.8332,0.8476,0.87693,0.65939,0.97806,0.68135,0.00387,0.0010134,0.0010134,0.0010134
67,1178.45,0.82672,0.36968,0.00238,0.83712,0.82825,0.88686,0.68055,0.93981,0.69622,0.00377,0.000996456,0.000996456,0.000996456
68,1195.74,0.8009,0.3472,0.00241,0.79967,0.84052,0.87098,0.68011,0.85948,0.74163,0.00342,0.000979447,0.000979447,0.000979447
69,1212.97,0.83908,0.37705,0.00256,0.82261,0.81712,0.86376,0.66928,0.89287,0.75872,0.00356,0.000962378,0.000962378,0.000962378
70,1228.64,0.83729,0.41054,0.00259,0.83424,0.81897,0.87534,0.67738,0.89427,0.69274,0.00352,0.000945256,0.000945256,0.000945256
71,1246.29,0.79387,0.34249,0.00236,0.83128,0.83621,0.85994,0.65807,0.89513,0.7853,0.00351,0.000928088,0.000928088,0.000928088
72,1262.36,0.77573,0.36946,0.00229,0.85767,0.85144,0.8945,0.67944,0.92427,0.67042,0.0037,0.000910883,0.000910883,0.000910883
73,1278.92,0.7677,0.33044,0.00226,0.85233,0.81466,0.87649,0.6685,0.93637,0.74081,0.00378,0.000893648,0.000893648,0.000893648
74,1296.66,0.77351,0.36036,0.00235,0.80644,0.84914,0.87374,0.6712,0.89388,0.77439,0.00349,0.000876389,0.000876389,0.000876389
75,1312.84,0.73806,0.29893,0.00228,0.83118,0.84226,0.88396,0.69489,0.90684,0.82056,0.00357,0.000859116,0.000859116,0.000859116
76,1329.32,0.77412,0.3346,0.00232,0.82462,0.86336,0.86797,0.67162,0.87872,0.75258,0.00346,0.000841835,0.000841835,0.000841835
77,1347.65,0.75494,0.31829,0.00228,0.82225,0.80603,0.8595,0.66804,0.89683,0.84162,0.00365,0.000824554,0.000824554,0.000824554
78,1363.88,0.76471,0.3442,0.00222,0.83024,0.82328,0.87098,0.65659,0.92844,0.79382,0.00367,0.000807281,0.000807281,0.000807281
79,1379.92,0.76123,0.3314,0.00233,0.84753,0.85545,0.87495,0.67343,0.88992,0.76606,0.00349,0.000790022,0.000790022,0.000790022
80,1398.35,0.73876,0.32979,0.00206,0.86675,0.82216,0.88267,0.68981,0.88352,0.76778,0.00345,0.000772787,0.000772787,0.000772787
81,1414.67,0.75637,0.32478,0.00232,0.86643,0.83828,0.87974,0.67503,0.90843,0.72722,0.00356,0.000755582,0.000755582,0.000755582
82,1430.61,0.75282,0.32378,0.0022,0.81948,0.8319,0.86103,0.66129,0.92408,0.8345,0.00363,0.000738414,0.000738414,0.000738414
83,1448.65,0.71454,0.28358,0.00214,0.80986,0.85274,0.84876,0.65237,0.90254,0.90338,0.00356,0.000721292,0.000721292,0.000721292
84,1464.49,0.70755,0.29496,0.00217,0.76933,0.82905,0.85405,0.65018,0.92233,0.88685,0.00366,0.000704223,0.000704223,0.000704223
85,1480.97,0.70673,0.29435,0.00205,0.78541,0.82308,0.85448,0.66855,0.90956,0.86679,0.00361,0.000687214,0.000687214,0.000687214
86,1499.48,0.72962,0.31123,0.00208,0.77346,0.82048,0.85308,0.6669,0.89009,0.93183,0.00352,0.000670274,0.000670274,0.000670274
87,1514.85,0.73193,0.32006,0.00215,0.79285,0.86207,0.8736,0.67785,0.91826,0.81668,0.00364,0.000653408,0.000653408,0.000653408
88,1531.81,0.70063,0.3046,0.00216,0.76657,0.85086,0.85153,0.65428,0.9307,0.87101,0.00368,0.000636625,0.000636625,0.000636625
89,1549.61,0.69489,0.29405,0.00203,0.81925,0.80172,0.85024,0.65541,0.91707,0.88296,0.0036,0.000619932,0.000619932,0.000619932
90,1566.08,0.68346,0.29799,0.00202,0.82831,0.8157,0.87146,0.67866,0.90429,0.80332,0.00354,0.000603336,0.000603336,0.000603336
91,1582.11,0.68969,0.28291,0.002,0.80831,0.81228,0.85087,0.67282,0.88926,0.83852,0.0035,0.000586845,0.000586845,0.000586845
92,1600.63,0.67567,0.28082,0.00194,0.82898,0.83764,0.86609,0.68054,0.87941,0.84414,0.00345,0.000570466,0.000570466,0.000570466
93,1616.94,0.67754,0.2818,0.00193,0.83993,0.77142,0.85371,0.6652,0.87895,0.88652,0.00343,0.000554206,0.000554206,0.000554206
94,1632.9,0.64848,0.26724,0.00187,0.83139,0.7797,0.84987,0.66179,0.87605,0.94953,0.00345,0.000538072,0.000538072,0.000538072
95,1651.38,0.64827,0.27385,0.00189,0.86659,0.79425,0.87029,0.67576,0.88137,0.85556,0.00347,0.000522071,0.000522071,0.000522071
