epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,268.755,1.1258,0.7539,0.00348,0.79973,0.74446,0.81129,0.5699,1.12821,0.853,0.0046,0.00138644,0.00138644,0.00138644
19,282.909,1.18693,0.76952,0.00378,0.73854,0.79267,0.80646,0.57868,1.12496,0.75253,0.00475,0.00136994,0.00136994,0.00136994
20,297.059,1.1066,0.69963,0.00341,0.79721,0.72298,0.82461,0.60007,1.02825,0.83022,0.00409,0.00135344,0.00135344,0.00135344
21,311.217,1.04317,0.65794,0.00325,0.80758,0.82328,0.86142,0.61444,1.05584,0.70486,0.00435,0.00133693,0.00133693,0.00133693
22,325.501,1.07326,0.64906,0.00336,0.7699,0.77586,0.82108,0.59739,1.01631,0.84356,0.0041,0.00132043,0.00132043,0.00132043
23,339.666,1.08829,0.7066,0.00332,0.81294,0.73811,0.81479,0.61472,0.9522,0.82337,0.0038,0.00130393,0.00130393,0.00130393
24,354.428,1.06652,0.66109,0.00329,0.80952,0.76138,0.81561,0.59956,0.9962,0.86504,0.00394,0.00128742,0.00128742,0.00128742
25,368.493,1.0627,0.62385,0.00334,0.80175,0.81654,0.85091,0.62908,1.0312,0.77797,0.00422,0.00127092,0.00127092,0.00127092
26,382.789,1.03198,0.62555,0.00312,0.77566,0.78736,0.82963,0.5999,1.04094,0.87791,0.00427,0.00125442,0.00125442,0.00125442
27,396.889,1.03018,0.61578,0.00319,0.81562,0.76414,0.83801,0.62613,0.98569,0.75771,0.00396,0.00123791,0.00123791,0.00123791
28,411.052,1.06425,0.57354,0.00326,0.82151,0.77652,0.8413,0.63975,0.93891,0.74842,0.00373,0.00122141,0.00122141,0.00122141
29,425.279,1.07237,0.57385,0.00323,0.85444,0.75287,0.84838,0.65007,0.98353,0.76126,0.00407,0.00120491,0.00120491,0.00120491
30,439.569,1.00464,0.54757,0.00307,0.84415,0.78879,0.86206,0.64651,0.96315,0.74641,0.00384,0.0011884,0.0011884,0.0011884
31,453.823,1.01242,0.54149,0.00311,0.80838,0.79174,0.85147,0.61183,1.08758,0.79433,0.00442,0.0011719,0.0011719,0.0011719
32,467.958,0.9818,0.49253,0.00297,0.78999,0.84827,0.87012,0.62558,0.99816,0.72729,0.00408,0.0011554,0.0011554,0.0011554
33,482.159,0.98498,0.53269,0.00307,0.79698,0.78922,0.83763,0.61117,1.00578,0.79772,0.00406,0.00113889,0.00113889,0.00113889
34,496.259,0.97725,0.52922,0.00308,0.83413,0.74674,0.84028,0.621,0.97277,0.79558,0.00396,0.00112239,0.00112239,0.00112239
35,510.384,0.96626,0.5609,0.00295,0.80978,0.75771,0.81345,0.61218,0.93194,0.87602,0.00382,0.00110589,0.00110589,0.00110589
36,524.563,0.96735,0.49192,0.00297,0.8376,0.78675,0.8491,0.63423,0.99176,0.74816,0.00403,0.00108938,0.00108938,0.00108938
37,538.696,0.9267,0.48548,0.00282,0.84973,0.7577,0.83502,0.62344,0.93853,0.8713,0.00377,0.00107288,0.00107288,0.00107288
38,552.839,0.92611,0.50674,0.00285,0.79013,0.78937,0.82552,0.62835,0.9351,0.82842,0.0037,0.00105638,0.00105638,0.00105638
39,566.92,0.92185,0.48264,0.00277,0.7877,0.84691,0.86077,0.62102,0.96734,0.79859,0.00393,0.00103987,0.00103987,0.00103987
40,581.068,0.96256,0.50766,0.00282,0.81325,0.7715,0.84802,0.62415,1.05553,0.78988,0.0043,0.00102337,0.00102337,0.00102337
41,595.404,0.93719,0.46744,0.00275,0.77478,0.84914,0.86626,0.65153,0.91693,0.74665,0.00362,0.00100687,0.00100687,0.00100687
42,609.685,0.94581,0.49593,0.00283,0.84408,0.7719,0.8691,0.66164,0.93245,0.67809,0.0037,0.000990365,0.000990365,0.000990365
43,624.34,0.92733,0.4801,0.00277,0.84487,0.78996,0.84946,0.61316,1.07032,0.77726,0.00424,0.000973861,0.000973861,0.000973861
44,638.465,0.91775,0.44656,0.00267,0.87002,0.7931,0.85806,0.64959,0.90179,0.74129,0.00354,0.000957358,0.000957358,0.000957358
45,652.656,0.91048,0.44791,0.00277,0.8528,0.78062,0.86977,0.63741,0.99809,0.75772,0.004,0.000940855,0.000940855,0.000940855
46,666.944,0.88707,0.39615,0.00268,0.84988,0.82293,0.88133,0.65474,0.97932,0.71655,0.00401,0.000924352,0.000924352,0.000924352
47,681.079,0.90216,0.48524,0.00277,0.88258,0.79472,0.88577,0.66804,0.93139,0.68168,0.00382,0.000907848,0.000907848,0.000907848
48,695.484,0.85621,0.43244,0.00256,0.84976,0.79139,0.86178,0.64477,0.94184,0.71042,0.00382,0.000891345,0.000891345,0.000891345
49,709.596,0.85127,0.39916,0.00252,0.85915,0.74638,0.85744,0.65761,0.90061,0.74481,0.00358,0.000874842,0.000874842,0.000874842
50,723.757,0.86724,0.38571,0.00264,0.77259,0.79741,0.81382,0.61118,0.95467,0.86528,0.00378,0.000858338,0.000858338,0.000858338
51,737.898,0.82881,0.40713,0.00253,0.86289,0.77586,0.82625,0.62942,0.94845,0.75986,0.0038,0.000841835,0.000841835,0.000841835
52,752.038,0.87082,0.3842,0.00251,0.83763,0.82818,0.87748,0.66205,0.92478,0.70336,0.00368,0.000825332,0.000825332,0.000825332
53,766.205,0.8341,0.3808,0.00256,0.85669,0.78935,0.87329,0.65097,0.9593,0.71889,0.00388,0.000808828,0.000808828,0.000808828
54,780.385,0.83772,0.37882,0.00255,0.85627,0.86936,0.87374,0.65846,0.92055,0.71274,0.00372,0.000792325,0.000792325,0.000792325
55,796.902,0.82819,0.37434,0.00246,0.78394,0.84483,0.85138,0.64923,0.86703,0.82308,0.00348,0.000775822,0.000775822,0.000775822
56,817.084,0.83129,0.42048,0.00249,0.79054,0.83882,0.85943,0.64183,0.94251,0.77916,0.00382,0.000759318,0.000759318,0.000759318
57,836.462,0.82408,0.38107,0.00256,0.82427,0.80843,0.83948,0.64473,0.89176,0.85633,0.00356,0.000742815,0.000742815,0.000742815
58,855.709,0.83031,0.39686,0.00247,0.82755,0.84483,0.88751,0.65714,0.95191,0.74797,0.00388,0.000726312,0.000726312,0.000726312
59,874.793,0.8176,0.37994,0.00247,0.82848,0.81897,0.88139,0.67769,0.86915,0.74211,0.00341,0.000709809,0.000709809,0.000709809
60,890.264,0.79746,0.35477,0.00236,0.81239,0.82966,0.87481,0.6549,0.93523,0.75341,0.00373,0.000693305,0.000693305,0.000693305
61,904.366,0.76698,0.33263,0.00238,0.77625,0.8402,0.86005,0.64912,0.92535,0.86242,0.00374,0.000676802,0.000676802,0.000676802
62,918.472,0.78078,0.34185,0.00236,0.81308,0.80172,0.87478,0.66128,0.90258,0.77258,0.00365,0.000660299,0.000660299,0.000660299
63,932.559,0.8002,0.34439,0.00241,0.8141,0.83421,0.8757,0.6583,0.91262,0.67928,0.00364,0.000643795,0.000643795,0.000643795
64,946.634,0.74311,0.29899,0.00216,0.82328,0.82638,0.87746,0.66343,0.90488,0.77075,0.00357,0.000627292,0.000627292,0.000627292
65,960.705,0.71673,0.30303,0.00217,0.80492,0.86333,0.88819,0.68038,0.89338,0.71047,0.00354,0.000610789,0.000610789,0.000610789
66,975.02,0.73685,0.30581,0.00225,0.8328,0.84914,0.88779,0.6829,0.87395,0.65947,0.00347,0.000594286,0.000594286,0.000594286
67,989.358,0.73971,0.31816,0.0021,0.82915,0.8467,0.87539,0.67939,0.88887,0.67452,0.00352,0.000577782,0.000577782,0.000577782
68,1003.47,0.71146,0.29745,0.0021,0.79479,0.86837,0.87945,0.67048,0.90883,0.7564,0.00363,0.000561279,0.000561279,0.000561279
69,1017.58,0.72267,0.32869,0.00215,0.83345,0.81897,0.87363,0.66657,0.88964,0.77175,0.00356,0.000544776,0.000544776,0.000544776
70,1031.7,0.73196,0.33251,0.00223,0.81398,0.81199,0.86621,0.66319,0.8828,0.74772,0.00351,0.000528272,0.000528272,0.000528272
71,1045.81,0.71865,0.29051,0.0021,0.85456,0.83857,0.87142,0.68087,0.86238,0.72021,0.00341,0.000511769,0.000511769,0.000511769
72,1059.93,0.6954,0.29086,0.00203,0.83719,0.84052,0.894,0.69752,0.86383,0.72671,0.00345,0.000495266,0.000495266,0.000495266
73,1074.19,0.69585,0.28402,0.00207,0.85067,0.82328,0.87594,0.68664,0.88616,0.7775,0.00353,0.000478762,0.000478762,0.000478762
74,1088.45,0.68833,0.30026,0.00206,0.84217,0.83175,0.88929,0.68514,0.87851,0.76112,0.00343,0.000462259,0.000462259,0.000462259
75,1102.53,0.66829,0.26055,0.00203,0.81485,0.83767,0.86028,0.67945,0.85833,0.79061,0.00341,0.000445756,0.000445756,0.000445756
76,1116.64,0.70599,0.27864,0.00209,0.81439,0.86589,0.88223,0.68216,0.86923,0.80576,0.00341,0.000429253,0.000429253,0.000429253
77,1130.71,0.67128,0.25553,0.00197,0.80446,0.85193,0.89018,0.68947,0.86136,0.78492,0.00343,0.000412749,0.000412749,0.000412749
78,1144.9,0.67788,0.26672,0.00193,0.83485,0.84948,0.87924,0.67523,0.90931,0.79086,0.00357,0.000396246,0.000396246,0.000396246
79,1159.24,0.66541,0.2834,0.00202,0.82526,0.85219,0.88695,0.68557,0.86442,0.79618,0.00341,0.000379743,0.000379743,0.000379743
80,1173.34,0.6632,0.26542,0.00186,0.79586,0.86924,0.88065,0.67977,0.87557,0.82542,0.00348,0.000363239,0.000363239,0.000363239
81,1187.46,0.66573,0.29275,0.002,0.85984,0.81403,0.89248,0.68513,0.88173,0.77303,0.00348,0.000346736,0.000346736,0.000346736
82,1201.56,0.67338,0.27414,0.00194,0.81562,0.85525,0.89008,0.69026,0.86303,0.77062,0.00338,0.000330233,0.000330233,0.000330233
83,1215.62,0.63546,0.2528,0.00183,0.79971,0.84655,0.88802,0.69299,0.85568,0.81551,0.00336,0.000313729,0.000313729,0.000313729
84,1229.68,0.62635,0.24878,0.00188,0.80817,0.84052,0.88961,0.69781,0.83915,0.814,0.00327,0.000297226,0.000297226,0.000297226
85,1244.09,0.64358,0.24767,0.00183,0.82844,0.8328,0.87692,0.68216,0.86091,0.81061,0.00336,0.000280723,0.000280723,0.000280723
86,1258.19,0.65745,0.27405,0.00186,0.80851,0.85191,0.87254,0.67649,0.89592,0.80703,0.00352,0.00026422,0.00026422,0.00026422
87,1272.31,0.66365,0.26354,0.0019,0.81673,0.86025,0.87704,0.67572,0.86947,0.8096,0.00344,0.000247716,0.000247716,0.000247716
88,1286.45,0.63229,0.27269,0.00188,0.80904,0.84483,0.87651,0.67949,0.86393,0.80939,0.00338,0.000231213,0.000231213,0.000231213
89,1300.57,0.61519,0.26044,0.00175,0.79081,0.8721,0.88173,0.68374,0.87255,0.80341,0.00342,0.00021471,0.00021471,0.00021471
90,1314.66,0.61746,0.25266,0.0018,0.83155,0.8226,0.88674,0.68966,0.87073,0.82229,0.00344,0.000198206,0.000198206,0.000198206
91,1329.66,0.56409,0.19983,0.00195,0.80797,0.82476,0.87654,0.67303,0.88424,0.82908,0.00347,0.000181703,0.000181703,0.000181703
92,1343.7,0.56077,0.18678,0.00189,0.77929,0.84793,0.87394,0.67534,0.885,0.85964,0.00349,0.0001652,0.0001652,0.0001652
93,1357.75,0.57122,0.20716,0.00188,0.78735,0.86473,0.87683,0.67912,0.86455,0.87026,0.0034,0.000148696,0.000148696,0.000148696
94,1371.84,0.54649,0.17748,0.00183,0.86427,0.78232,0.88074,0.67956,0.8722,0.85281,0.00344,0.000132193,0.000132193,0.000132193
95,1385.96,0.56019,0.20738,0.00183,0.85826,0.79416,0.8857,0.68366,0.86246,0.84751,0.0034,0.00011569,0.00011569,0.00011569
96,1400.01,0.52865,0.19899,0.00177,0.7999,0.83742,0.88587,0.68283,0.87181,0.84335,0.00342,9.91865e-05,9.91865e-05,9.91865e-05
97,1414.07,0.52134,0.1702,0.00181,0.85295,0.78879,0.88557,0.68682,0.85905,0.87347,0.00338,8.26832e-05,8.26832e-05,8.26832e-05
98,1428.15,0.5205,0.17558,0.00172,0.82314,0.81034,0.88631,0.68711,0.87193,0.87712,0.00342,6.61799e-05,6.61799e-05,6.61799e-05
99,1442.19,0.53062,0.18568,0.0018,0.84016,0.78073,0.87888,0.68408,0.86456,0.88467,0.00339,4.96766e-05,4.96766e-05,4.96766e-05
